,temperature,humidity,CO2CosIRValue,CO2MG811Value,MOX1,MOX2,MOX3,MOX4,COValue
889,23.078555555555557,48.90033333333333,119.44444444444444,574.7555555555556,421.53333333333336,719.8666666666667,674.1222222222223,600.9222222222222,129.5
2370,24.02088888888889,54.86233333333333,296.25555555555553,492.7888888888889,451.22222222222223,640.4,593.6444444444444,513.5333333333333,215.54444444444445
1221,23.51711111111111,51.028666666666666,132.7111111111111,553.4777777777778,451.9,708.8,661.6444444444444,594.3111111111111,115.05555555555556
734,20.569333333333333,49.11622222222222,114.04444444444445,580.5777777777778,439.43333333333334,714.3333333333334,667.4222222222222,598.7666666666667,133.86666666666667
693,23.235333333333333,43.42988888888889,125.0,578.6333333333333,466.84444444444443,713.4444444444445,669.6666666666666,598.4444444444445,138.23333333333332
12,21.721222222222224,52.124333333333325,98.53333333333333,609.2666666666667,475.0777777777778,742.7111111111111,690.0666666666667,615.2333333333333,118.24444444444444
70,23.42722222222222,49.471000000000004,108.14444444444445,598.6555555555556,411.4,684.3333333333334,595.7333333333333,519.2888888888889,120.7
1788,23.48122222222222,51.18988888888889,101.61111111111111,551.2777777777778,469.94444444444446,715.2666666666667,651.3333333333334,593.2,103.3
4564,20.146,56.952666666666666,46.388888888888886,523.7111111111111,545.4333333333333,742.9333333333333,689.5333333333333,641.2888888888889,93.14444444444445
1843,23.779555555555554,50.68511111111111,115.85555555555555,543.2333333333333,435.84444444444443,709.9333333333333,660.1333333333333,595.6888888888889,123.5
4464,17.957444444444445,56.63388888888889,73.74444444444444,514.8111111111111,561.2555555555556,753.7222222222222,702.7888888888889,661.0333333333333,99.63333333333334
4445,19.032666666666668,55.25477777777778,47.7,523.8777777777777,556.7666666666667,759.0777777777778,709.2,667.4555555555555,98.78888888888889
530,17.396555555555555,45.31466666666667,71.06666666666666,613.5888888888888,517.4666666666667,774.8444444444444,739.9,686.8,85.88888888888889
296,17.837,56.247888888888895,106.34444444444445,598.3888888888889,413.43333333333334,722.4111111111112,681.2,592.3222222222222,101.13333333333334
1270,23.009666666666664,47.75544444444444,102.3,561.1,471.46666666666664,732.7333333333333,691.0333333333333,627.3333333333334,112.06666666666666
4124,20.03688888888889,56.477333333333334,72.64444444444445,500.1333333333333,537.7444444444444,716.5777777777778,674.6111111111111,625.3888888888889,113.55555555555556
2827,17.596,49.66822222222223,113.15555555555555,513.5888888888888,514.1555555555556,705.7333333333333,648.7333333333333,587.9333333333333,131.64444444444445
4189,20.37211111111111,59.10344444444445,70.96666666666667,497.8666666666667,528.8,703.2333333333333,659.5111111111111,610.0444444444445,122.08888888888889
3830,17.52388888888889,47.68055555555556,62.077777777777776,509.53333333333336,585.6666666666666,762.2666666666667,729.8222222222222,684.5222222222222,85.77777777777777
2525,18.923444444444446,52.587555555555554,111.78888888888889,525.2777777777778,541.3888888888889,735.6444444444444,695.7777777777778,639.2333333333333,108.57777777777778
2132,24.412022471910113,53.30337078651685,118.26966292134831,528.0898876404494,430.9887640449438,651.6067415730337,605.6741573033707,523.9101123595506,143.8426966292135
4117,20.109444444444442,56.61911111111112,71.27777777777777,500.06666666666666,537.8111111111111,713.7777777777778,672.3888888888889,623.4777777777778,112.12222222222222
1646,23.648999999999997,50.04244444444444,109.38888888888889,551.6,435.46666666666664,732.7888888888889,681.2111111111111,618.2555555555556,110.74444444444444
4025,20.113444444444443,55.47266666666667,69.07777777777778,503.27777777777777,537.5555555555555,715.1222222222223,674.3777777777777,622.7555555555556,112.85555555555555
3339,17.691444444444446,48.81555555555555,95.92222222222222,507.64444444444445,541.2555555555556,735.6111111111111,696.3444444444444,642.8666666666667,113.63333333333334
505,19.85677777777778,48.97577777777777,119.94444444444444,589.1444444444444,452.85555555555555,746.4222222222222,705.4777777777778,644.1333333333333,99.43333333333334
3780,18.29888888888889,58.444,113.8,498.8888888888889,522.0444444444445,704.4555555555555,665.8,600.5666666666667,107.28888888888889
1010,19.046222222222223,53.903333333333336,105.16666666666667,578.3333333333334,441.8888888888889,732.0555555555555,691.9,618.0111111111111,101.35555555555555
3442,17.263333333333335,50.16988888888889,108.96666666666667,505.0,540.1444444444444,737.8,699.2888888888889,646.3555555555556,104.64444444444445
3013,16.993444444444446,49.66122222222222,109.66666666666667,509.81111111111113,533.1666666666666,733.2888888888889,694.0333333333333,632.0,106.21111111111111
4466,19.47711111111111,56.748333333333335,136.16666666666666,500.8888888888889,542.0777777777778,738.2777777777778,685.1777777777778,637.6666666666666,106.91111111111111
1662,20.88577777777778,51.94755555555555,104.38888888888889,553.4555555555555,478.8,742.3666666666667,695.1222222222223,632.7444444444444,107.45555555555555
1456,24.18988888888889,51.70022222222223,114.71111111111111,550.9888888888889,481.64444444444445,714.0111111111111,672.3222222222222,604.5,112.12222222222222
2608,21.566555555555556,52.20511111111111,111.04444444444445,520.8222222222222,469.23333333333335,690.6444444444444,645.7,576.8,131.84444444444443
1816,19.836666666666666,57.82866666666666,113.5,546.4555555555555,484.5444444444444,733.9444444444445,685.7222222222222,625.7777777777778,97.11111111111111
4379,21.846,57.64555555555556,115.65555555555555,504.55555555555554,496.81111111111113,713.1333333333333,647.2555555555556,594.3333333333334,124.25555555555556
3778,18.569777777777777,58.51333333333333,113.6,498.6,515.2,700.4444444444445,661.3444444444444,594.6444444444444,109.4
4441,19.441111111111113,55.43133333333333,50.044444444444444,522.8777777777777,553.9222222222222,755.3888888888889,704.1777777777778,660.2777777777778,103.04444444444445
2865,18.422666666666665,50.35722222222222,109.78888888888889,513.2333333333333,528.3222222222222,716.5111111111111,677.2222222222222,608.1333333333333,112.76666666666667
151,19.552222222222223,48.48722222222223,78.23333333333333,617.2111111111111,542.4333333333333,762.2555555555556,726.5111111111111,661.5777777777778,83.52222222222223
1057,19.425,53.50477777777778,93.91111111111111,579.0777777777778,424.6111111111111,722.4,672.3888888888889,581.8666666666667,108.3
1189,20.369666666666667,57.49555555555556,130.75555555555556,559.9222222222222,462.5444444444444,712.4666666666667,663.7555555555556,592.9222222222222,110.46666666666667
2798,22.636222222222223,44.81677777777778,115.88888888888889,512.2444444444444,466.1222222222222,699.5,655.2111111111111,585.8555555555556,147.1888888888889
1860,20.049777777777777,55.349111111111114,109.58888888888889,546.6222222222223,482.64444444444445,737.2555555555556,691.8777777777777,632.6888888888889,99.87777777777778
1001,18.894111111111112,57.48111111111111,143.55555555555554,564.1,428.47777777777776,725.1,682.8111111111111,610.3777777777777,119.21111111111111
4462,17.44011111111111,56.24955555555555,43.111111111111114,525.4444444444445,570.8111111111111,765.1333333333333,716.3444444444444,678.3444444444444,94.6
3389,17.21366666666667,49.492555555555555,101.93333333333334,505.9555555555556,517.3,712.4222222222222,674.6333333333333,609.9111111111112,111.13333333333334
3154,18.724444444444444,52.5,116.91111111111111,506.4,513.3,710.2444444444444,668.2111111111111,607.7777777777778,118.08888888888889
931,24.807333333333332,47.61288888888889,119.67777777777778,572.4222222222222,397.6333333333333,703.4,658.2222222222222,585.1555555555556,131.44444444444446
3121,15.955111111111112,55.583999999999996,106.41111111111111,509.84444444444443,548.3777777777777,701.0666666666667,624.6,583.6444444444444,115.44444444444444
3686,17.554222222222222,53.141,69.78888888888889,509.5111111111111,585.3666666666667,744.4777777777778,713.5777777777778,654.9222222222222,82.76666666666667
1020,23.18511111111111,50.75266666666666,123.66666666666667,567.9444444444445,409.1333333333333,690.1,620.3666666666667,552.2222222222222,121.15555555555555
1461,24.59755555555556,50.92011111111112,120.2,551.0333333333333,479.93333333333334,711.6222222222223,670.3444444444444,599.4,120.97777777777777
4609,20.434,57.321777777777775,43.522222222222226,524.1555555555556,553.2,746.9,695.6444444444444,653.0333333333333,92.46666666666667
1798,24.229333333333333,51.22822222222222,108.92222222222222,547.5222222222222,456.55555555555554,718.4555555555555,664.7555555555556,605.6,104.56666666666666
4354,21.26688888888889,56.60466666666667,118.86666666666666,512.4333333333333,530.5111111111111,744.3111111111111,686.7444444444444,635.3,103.64444444444445
4116,19.901444444444447,56.75788888888889,71.42222222222222,500.27777777777777,536.3444444444444,715.1333333333333,673.6111111111111,624.2111111111111,111.81111111111112
2543,17.247777777777777,54.05188888888889,97.5111111111111,528.2333333333333,555.3777777777777,739.7444444444444,692.2333333333333,640.2222222222222,121.21111111111111
4179,20.395333333333333,57.521111111111104,70.27777777777777,498.5444444444444,532.9888888888889,706.5111111111111,664.1777777777778,616.2111111111111,121.32222222222222
907,18.717666666666666,50.27088888888889,97.47777777777777,584.4111111111112,500.14444444444445,740.8111111111111,699.3555555555556,633.9444444444445,134.0
4182,20.419,57.70622222222222,70.3,498.4222222222222,532.0,706.7888888888889,663.9888888888889,615.8111111111111,118.07777777777778
3602,20.208000000000002,46.50844444444445,118.05555555555556,500.53333333333336,502.75555555555553,707.6555555555556,651.1222222222223,603.1555555555556,109.35555555555555
626,16.544222222222224,41.83577777777778,72.61111111111111,608.5777777777778,543.6333333333333,785.2888888888889,752.5333333333333,693.4111111111112,88.07777777777778
1868,18.333666666666666,49.00511111111111,65.11111111111111,563.4888888888889,556.2555555555556,767.3444444444444,728.4111111111112,675.2888888888889,107.94444444444444
2714,21.383777777777777,47.42044444444445,113.31111111111112,516.2555555555556,507.6,663.0555555555555,626.6777777777778,538.6444444444444,150.34444444444443
1338,19.122666666666667,55.41855555555556,112.05555555555556,553.3111111111111,488.53333333333336,711.8333333333334,663.6,591.9666666666667,124.45555555555555
2967,16.563444444444446,48.754999999999995,102.83333333333333,514.6777777777778,550.3555555555556,752.2666666666667,713.4444444444445,659.6777777777778,101.14444444444445
3105,17.37188888888889,53.526777777777774,112.47777777777777,508.0,527.1888888888889,714.1,673.3666666666667,604.7333333333333,112.04444444444445
4679,20.904,58.25333333333334,47.44444444444444,518.0666666666667,525.2666666666667,692.2111111111111,630.1666666666666,580.1,173.75555555555556
4353,20.041777777777778,58.584111111111106,118.65555555555555,512.8444444444444,534.4111111111112,746.3222222222222,688.9888888888889,638.1333333333333,102.06666666666666
497,22.289666666666665,44.99022222222222,111.76666666666667,591.0111111111111,433.77777777777777,740.7888888888889,698.9111111111112,636.0777777777778,106.34444444444445
486,17.708111111111112,47.15533333333333,98.42222222222222,598.7666666666667,374.2888888888889,744.4,699.2888888888889,632.5777777777778,120.02222222222223
1102,19.116777777777777,55.01777777777778,93.5111111111111,578.7222222222222,508.1111111111111,736.5666666666667,699.6888888888889,631.3666666666667,114.15555555555555
2081,23.325666666666667,51.97188888888889,67.23333333333333,533.6666666666666,431.8,691.6444444444444,642.8444444444444,573.1777777777778,155.95555555555555
969,23.256111111111114,51.84777777777778,149.43333333333334,563.6333333333333,354.3888888888889,688.3888888888889,643.5222222222222,563.1888888888889,135.23333333333332
2327,24.402333333333335,58.467888888888886,381.8222222222222,470.5777777777778,342.2111111111111,527.4222222222222,477.14444444444445,382.0444444444444,669.3111111111111
676,16.262888888888888,46.272999999999996,85.08888888888889,598.4111111111112,530.1333333333333,755.0666666666667,716.2666666666667,649.5222222222222,100.0
1173,24.124666666666663,51.381,125.04444444444445,560.0333333333333,414.7111111111111,693.5555555555555,629.2666666666667,562.9,135.2888888888889
1841,23.557222222222222,50.56411111111112,103.58888888888889,546.8888888888889,438.8222222222222,714.7,665.3111111111111,603.3555555555556,120.44444444444444
544,22.235666666666667,49.18411111111111,180.01111111111112,566.1555555555556,423.1666666666667,701.2444444444444,656.4444444444445,571.9,139.88888888888889
584,17.79988888888889,49.413777777777774,91.36666666666666,601.9111111111112,472.25555555555553,753.7444444444444,713.7666666666667,647.9888888888889,89.64444444444445
3029,17.143555555555558,49.06622222222222,90.33333333333333,514.1,504.9222222222222,712.4777777777778,664.2555555555556,598.4,119.36666666666666
238,18.29988888888889,46.590555555555554,84.54444444444445,613.4333333333333,523.5333333333333,770.4111111111112,733.0666666666667,672.3777777777777,92.87777777777778
4502,21.111333333333334,53.97688888888889,50.6,521.8333333333334,538.1111111111111,742.2333333333333,691.2333333333333,651.4777777777778,100.1
1042,20.499333333333333,55.455222222222226,139.9777777777778,561.3111111111111,362.8666666666667,686.0555555555555,629.7555555555556,545.1555555555556,129.05555555555554
2239,21.048222222222222,54.324444444444445,98.64444444444445,533.2333333333333,454.93333333333334,700.7666666666667,655.3777777777777,594.0666666666667,110.44444444444444
2423,22.73011111111111,50.19799999999999,105.55555555555556,525.8888888888889,481.8777777777778,679.8666666666667,641.6666666666666,551.9555555555555,151.15555555555557
555,19.441,52.45,138.4111111111111,581.3,460.18888888888887,727.9777777777778,686.4222222222222,611.7777777777778,107.46666666666667
594,22.991666666666667,45.406888888888886,106.75555555555556,591.4555555555555,479.46666666666664,736.2555555555556,695.6333333333333,626.5222222222222,109.06666666666666
3052,18.34511111111111,51.32866666666666,110.68888888888888,505.9111111111111,479.5111111111111,682.7666666666667,633.7222222222222,564.1555555555556,155.38888888888889
4372,22.341444444444445,54.80388888888889,95.11111111111111,507.72222222222223,490.74444444444447,721.4333333333333,661.0666666666667,605.4333333333333,112.97777777777777
1751,21.816666666666666,50.129333333333335,100.86666666666666,555.4,485.84444444444443,730.2222222222222,671.3444444444444,609.0888888888888,109.68888888888888
3806,19.87366666666667,60.25122222222222,145.94444444444446,491.68888888888887,516.1333333333333,684.1444444444444,642.0444444444445,576.3555555555556,150.11111111111111
3784,17.79411111111111,58.39344444444444,111.64444444444445,499.46666666666664,533.4444444444445,715.4444444444445,675.9888888888889,616.2888888888889,104.54444444444445
3811,21.86277777777778,56.76433333333333,164.51111111111112,488.81111111111113,508.3666666666667,671.5111111111111,627.0222222222222,556.2777777777778,163.66666666666666
3206,16.711222222222222,51.646111111111104,110.61111111111111,508.7,556.0666666666667,736.3222222222222,696.3111111111111,646.2666666666667,103.31111111111112
4448,18.79411111111111,55.23955555555556,47.27777777777778,524.6111111111111,558.0222222222222,760.9222222222222,711.1444444444444,671.1333333333333,96.62222222222222
109,24.545777777777776,46.29111111111111,105.0111111111111,600.1222222222223,457.35555555555555,721.8111111111111,679.0,595.0444444444445,106.23333333333333
3436,18.39590909090909,49.13272727272727,110.0340909090909,504.72727272727275,523.2272727272727,725.8863636363636,686.6931818181819,628.7159090909091,113.56818181818181
1024,23.366,50.85666666666667,131.96666666666667,564.5111111111111,417.74444444444447,680.1,599.2555555555556,532.0777777777778,124.8
1539,21.71,56.135222222222225,129.65555555555557,540.1444444444444,500.53333333333336,717.9888888888889,669.9888888888889,602.7777777777778,132.56666666666666
3031,15.774444444444445,52.14288888888888,69.94444444444444,519.7111111111111,534.3444444444444,735.7666666666667,696.9444444444445,628.7,120.8
2340,20.89488888888889,58.89588888888889,322.15555555555557,485.52222222222224,456.47777777777776,623.6222222222223,572.2111111111111,484.9111111111111,243.1888888888889
51,18.787666666666667,53.17133333333334,78.93333333333334,616.3777777777777,510.34444444444443,767.3444444444444,729.0222222222222,669.4777777777778,111.16666666666667
478,15.988555555555555,43.654555555555554,67.26666666666667,618.3555555555556,612.8222222222222,797.4,768.6111111111111,720.7555555555556,79.1
2332,23.951666666666668,59.114000000000004,580.8666666666667,451.73333333333335,381.65555555555557,537.3666666666667,483.5444444444444,391.6222222222222,524.1111111111111
4427,20.965666666666667,54.65266666666666,54.86666666666667,521.0333333333333,535.1666666666666,744.0888888888888,689.8333333333334,646.5666666666667,103.36666666666666
2043,22.22222222222222,53.013444444444445,61.06666666666667,538.4777777777778,506.6666666666667,718.0333333333333,671.6555555555556,613.4666666666667,115.91111111111111
233,18.20611111111111,41.233,74.23333333333333,619.8555555555556,534.6,786.6666666666666,752.2444444444444,691.6333333333333,99.5111111111111
1897,22.711111111111112,51.382,143.48888888888888,533.2333333333333,439.74444444444447,665.6888888888889,611.3,531.8111111111111,216.87777777777777
691,22.465,44.93177777777778,123.8,578.3222222222222,470.25555555555553,711.8777777777777,669.0,593.4777777777778,131.54444444444445
3007,18.000444444444444,48.23477777777778,108.06666666666666,509.9555555555556,517.4222222222222,723.5444444444445,683.8777777777777,620.6777777777778,115.47777777777777
893,21.526555555555554,52.04266666666667,129.54444444444445,572.5,412.4555555555556,714.1222222222223,669.3666666666667,593.7888888888889,118.84444444444445
1874,18.906666666666666,50.95111111111112,73.11111111111111,560.0888888888888,515.0444444444445,753.0111111111111,711.7444444444444,647.5666666666667,86.62222222222222
290,18.00322222222222,41.998999999999995,61.955555555555556,625.9111111111112,501.93333333333334,789.1222222222223,756.7555555555556,685.9888888888889,81.57777777777778
443,22.395444444444443,44.79111111111111,116.32222222222222,590.5333333333333,451.75555555555553,733.4555555555555,690.8111111111111,623.1555555555556,107.52222222222223
794,22.152,52.52522222222222,142.2111111111111,570.0555555555555,439.55555555555554,700.8777777777777,651.5222222222222,578.7,126.45555555555555
3484,18.69833333333333,49.325,102.38888888888889,505.25555555555553,538.2,726.6888888888889,688.1333333333333,633.5444444444445,100.76666666666667
1451,23.159888888888887,53.08266666666666,104.15555555555555,555.3,484.43333333333334,716.1,674.9222222222222,606.8111111111111,106.91111111111111
371,18.189888888888888,54.150888888888886,121.34444444444445,590.0,501.24444444444447,734.0666666666667,693.3222222222222,616.7888888888889,99.23333333333333
1946,22.259666666666664,53.541222222222224,122.35555555555555,537.2555555555556,479.64444444444445,691.0222222222222,616.1666666666666,561.9,153.57777777777778
4149,20.211222222222222,58.727555555555554,73.03333333333333,498.26666666666665,528.9666666666667,701.5333333333333,657.9111111111112,605.8333333333334,128.16666666666666
132,18.810000000000002,56.05888888888889,109.02222222222223,601.2111111111111,490.34444444444443,742.6777777777778,702.5666666666667,629.6111111111111,96.94444444444444
4030,19.971333333333334,55.91922222222222,69.73333333333333,503.26666666666665,537.0,716.6222222222223,676.2111111111111,624.2222222222222,114.47777777777777
803,19.78188888888889,55.83,139.74444444444444,571.2666666666667,459.4111111111111,712.8222222222222,666.2888888888889,593.4888888888889,114.17777777777778
120,22.13577777777778,50.13144444444444,91.86666666666666,605.0666666666667,437.23333333333335,715.3666666666667,673.1222222222223,584.4888888888889,106.24444444444444
2338,21.35977777777778,58.855444444444444,353.9,480.2888888888889,443.05555555555554,612.3444444444444,559.9222222222222,470.22222222222223,271.2111111111111
2672,20.801333333333332,53.20755555555556,190.98888888888888,501.0444444444444,437.26666666666665,661.5888888888888,611.1777777777778,538.0222222222222,187.53333333333333
2964,16.686333333333334,49.35122222222222,104.4,514.0111111111111,545.4888888888889,747.8111111111111,709.0555555555555,653.4777777777778,103.62222222222222
3050,19.737,49.04666666666667,110.95555555555555,506.06666666666666,480.47777777777776,678.0666666666667,627.9222222222222,559.8333333333334,161.82222222222222
3887,15.136666666666667,59.01404761904762,70.66666666666667,509.3452380952381,582.7619047619048,750.9880952380952,712.797619047619,671.5714285714286,95.77380952380952
4641,20.659222222222223,59.36222222222223,66.93333333333334,517.4333333333333,544.0555555555555,734.7222222222222,682.0,637.3666666666667,98.91111111111111
4208,20.269444444444446,57.95811111111111,73.25555555555556,496.43333333333334,530.6555555555556,704.4888888888889,661.6555555555556,610.9,124.92222222222222
2047,21.160666666666668,54.35211111111111,59.888888888888886,538.5666666666667,516.7,725.4888888888889,679.5888888888888,623.7888888888889,110.07777777777778
134,18.57333333333333,56.739000000000004,111.1,600.9555555555555,494.5888888888889,742.3666666666667,702.2222222222222,628.8666666666667,96.74444444444444
3434,19.320333333333334,48.64922222222223,107.47777777777777,504.94444444444446,507.6,717.5555555555555,677.3666666666667,617.8666666666667,118.47777777777777
1592,23.61311111111111,49.45133333333333,108.06666666666666,540.3,462.8888888888889,719.7777777777778,639.7888888888889,565.9444444444445,156.14444444444445
859,18.75111111111111,52.41822222222223,104.2,584.5555555555555,510.4222222222222,740.5111111111111,694.6555555555556,629.6,104.8
2612,23.464333333333332,48.19522222222222,112.0111111111111,520.4444444444445,484.4222222222222,700.5666666666667,657.1777777777778,593.5777777777778,125.87777777777778
2681,18.924666666666667,54.29555555555556,138.7,512.9555555555555,490.46666666666664,693.4222222222222,646.3222222222222,582.1222222222223,148.98888888888888
2735,21.983777777777778,44.49066666666666,98.31111111111112,520.9777777777778,525.8777777777777,710.7,662.9777777777778,603.2222222222222,133.2
1047,20.057000000000002,55.66577777777778,139.4111111111111,562.4444444444445,392.3222222222222,699.6777777777778,646.4888888888889,567.8222222222222,122.11111111111111
567,17.776111111111113,54.86544444444445,132.13333333333333,584.8333333333334,491.1777777777778,731.7666666666667,677.2333333333333,601.1777777777778,96.22222222222223
1264,22.302555555555557,49.603,104.56666666666666,561.4777777777778,453.8777777777778,734.2,691.7555555555556,630.8444444444444,109.61111111111111
17,24.712888888888887,47.08811111111111,109.96666666666667,602.7666666666667,454.9555555555556,730.8666666666667,678.5555555555555,601.6,121.14444444444445
2341,20.69622222222222,59.050444444444445,317.9555555555556,487.35555555555555,461.2111111111111,626.8777777777777,575.6111111111111,489.53333333333336,233.23333333333332
3390,17.008777777777777,49.602777777777774,103.41111111111111,505.8666666666667,521.2,711.8555555555556,674.1666666666666,609.2666666666667,109.62222222222222
354,23.172666666666665,46.894444444444446,118.46666666666667,588.7777777777778,481.9222222222222,716.6222222222223,672.8111111111111,586.7666666666667,114.1
1375,20.86888888888889,58.13477777777778,122.16666666666667,550.3666666666667,471.6222222222222,715.5444444444445,673.8555555555556,606.5111111111111,114.97777777777777
1999,21.495666666666665,55.00577777777778,70.65555555555555,536.1333333333333,484.23333333333335,709.6444444444444,664.7666666666667,598.1444444444444,119.5111111111111
4503,21.335555555555555,53.16488888888889,50.75555555555555,521.8555555555556,535.0444444444445,741.6,690.1555555555556,649.3,99.94444444444444
3204,16.94077777777778,51.60611111111111,110.4888888888889,508.46666666666664,553.4222222222222,732.4555555555555,692.5444444444445,639.3666666666667,106.24444444444444
798,20.833444444444446,54.80244444444445,144.2111111111111,569.6666666666666,441.6111111111111,704.2333333333333,656.5555555555555,582.7666666666667,121.65555555555555
4123,20.043555555555557,56.43611111111111,71.62222222222222,500.1777777777778,538.0,717.0444444444445,675.5444444444445,627.2888888888889,113.74444444444444
122,20.50122222222222,53.080222222222226,95.78888888888889,604.9,450.68888888888887,722.1222222222223,680.4555555555555,595.6222222222223,104.15555555555555
1412,24.663444444444444,52.58822222222222,123.32222222222222,547.2333333333333,449.15555555555557,698.8666666666667,651.8444444444444,578.6333333333333,129.33333333333334
2196,19.99988888888889,58.82722222222222,112.52222222222223,531.0333333333333,479.73333333333335,701.0555555555555,654.6,587.5555555555555,112.84444444444445
4433,20.822444444444443,55.641222222222225,53.71111111111111,521.1444444444444,536.2333333333333,742.3777777777777,688.4444444444445,645.1666666666666,103.24444444444444
2389,19.57333333333333,58.82633333333333,154.73333333333332,517.2333333333333,502.56666666666666,700.2888888888889,653.9,586.2666666666667,136.4
3907,19.37911111111111,57.85466666666667,85.32222222222222,502.5,532.6,697.6666666666666,657.0222222222222,596.4222222222222,119.95555555555555
668,16.427444444444443,41.443444444444445,78.03333333333333,601.2222222222222,558.9666666666667,783.1222222222223,745.9777777777778,693.6222222222223,110.83333333333333
869,20.326222222222224,46.03455555555555,81.04444444444445,596.0444444444445,498.72222222222223,751.2333333333333,712.6555555555556,651.1888888888889,89.0111111111111
3053,18.07777777777778,51.352444444444444,110.33333333333333,506.55555555555554,486.1111111111111,687.9555555555555,639.4,570.2666666666667,150.13333333333333
3418,17.36188888888889,52.022555555555556,74.23333333333333,511.8777777777778,466.4222222222222,706.1333333333333,667.3222222222222,606.0333333333333,126.4888888888889
1764,18.511222222222223,55.47188888888889,104.87777777777778,554.7555555555556,506.8222222222222,723.6222222222223,660.7444444444444,594.1666666666666,99.55555555555556
3137,22.346111111111114,56.651444444444444,175.0,493.8666666666667,455.96666666666664,663.9444444444445,614.0777777777778,545.9888888888889,175.5
3938,19.875777777777778,54.91422222222222,67.95555555555555,506.15555555555557,544.1,729.4888888888889,689.6555555555556,641.8444444444444,103.67777777777778
3336,18.938666666666666,48.041999999999994,95.87777777777778,507.1,521.1888888888889,723.5333333333333,683.2666666666667,630.6666666666666,120.82222222222222
3923,19.936,54.660666666666664,73.11111111111111,505.34444444444443,544.1,727.6888888888889,687.3444444444444,639.5444444444445,105.06666666666666
2582,18.295666666666666,54.595444444444446,120.47777777777777,522.1111111111111,543.3111111111111,742.7888888888889,700.9777777777778,654.9444444444445,103.23333333333333
4620,20.87822222222222,58.524,80.31111111111112,513.1555555555556,543.8444444444444,726.1888888888889,674.5555555555555,623.2111111111111,93.88888888888889
4027,20.131666666666664,55.32966666666667,68.71111111111111,503.43333333333334,538.0333333333333,715.8222222222222,675.1666666666666,622.9444444444445,113.24444444444444
4449,18.638333333333335,55.43133333333333,45.46666666666667,524.5111111111111,559.5777777777778,761.8333333333334,712.4888888888889,672.6888888888889,95.78888888888889
2272,23.878333333333334,49.57844444444445,100.76666666666667,530.0,503.6222222222222,699.2777777777778,657.7111111111111,590.2222222222222,105.12222222222222
3681,19.009444444444444,55.34366666666667,104.75555555555556,501.1111111111111,536.4555555555555,711.7555555555556,673.5,608.3333333333334,99.31111111111112
1158,19.19522222222222,53.47911111111111,96.75555555555556,573.5111111111111,510.0111111111111,704.2666666666667,632.9666666666667,568.4222222222222,136.72222222222223
1175,23.126,54.6831111111111,130.16666666666666,558.1333333333333,404.4,680.9111111111112,622.5777777777778,546.7,134.15555555555557
2523,19.65588888888889,51.49,108.4,525.6111111111111,531.5222222222222,730.2111111111111,690.5555555555555,630.3222222222222,110.72222222222223
2816,18.064777777777778,50.93288888888889,111.58888888888889,513.6555555555556,517.5666666666667,705.1222222222223,657.0444444444445,583.6,120.04444444444445
318,19.605222222222224,53.21077777777778,130.2888888888889,587.0333333333333,437.8333333333333,728.6222222222223,687.3222222222222,606.2222222222222,101.34444444444445
2938,18.735777777777777,47.58011111111111,99.8,513.7888888888889,545.4777777777778,716.8222222222222,677.7888888888889,613.1666666666666,130.5
274,19.34511111111111,50.547333333333334,114.93333333333334,596.8,456.1,734.8777777777777,692.7333333333333,619.6222222222223,113.64444444444445
3117,16.304444444444446,55.08833333333333,118.04444444444445,507.6333333333333,533.6222222222223,683.9333333333333,604.7444444444444,572.1222222222223,118.62222222222222
3266,14.453999999999999,44.83277777777778,65.47777777777777,519.5666666666667,593.6333333333333,767.6777777777778,734.9111111111112,678.6666666666666,96.16666666666667
3528,19.794777777777778,50.92288888888889,104.83333333333333,503.52222222222224,485.73333333333335,700.6555555555556,659.2222222222222,596.2888888888889,122.31111111111112
2492,18.780555555555555,50.02055555555556,95.47777777777777,526.8,531.4111111111112,741.4333333333333,702.7555555555556,644.0111111111111,103.42222222222222
2558,21.426444444444446,49.55911111111111,108.14444444444445,524.5555555555555,536.9666666666667,709.9555555555555,670.3333333333334,602.6,111.5111111111111
93,19.328888888888887,46.42122222222222,74.8,620.3666666666667,541.6777777777778,772.8555555555556,735.6444444444444,678.1111111111111,83.44444444444444
533,20.693516483516483,44.923956043956046,90.41758241758242,601.8901098901099,497.2197802197802,757.1098901098901,717.5384615384615,662.8131868131868,101.0
3181,18.974666666666668,50.33566666666667,99.14444444444445,510.3,544.7555555555556,711.5666666666667,674.1333333333333,608.0888888888888,104.21111111111111
642,21.602444444444444,45.57655555555556,108.42222222222222,587.3666666666667,479.2,722.9777777777778,680.9222222222222,604.2111111111111,109.16666666666667
3498,16.705111111111112,50.553222222222225,105.71111111111111,505.0888888888889,556.3,720.4555555555555,685.3222222222222,622.7777777777778,94.05555555555556
1947,21.95588888888889,54.12844444444445,123.36666666666666,537.0,483.15555555555557,694.4777777777778,620.8666666666667,566.6444444444444,151.1
3940,19.974666666666668,54.940000000000005,68.33333333333333,506.1333333333333,544.1111111111111,727.9888888888889,688.1888888888889,640.1777777777778,102.56666666666666
3268,14.150444444444444,47.178333333333335,63.43333333333333,519.9,595.2555555555556,764.5111111111111,730.8777777777777,670.9555555555555,91.25555555555556
